"timestamp_ms","timestamp_utc","open","high","low","close","volume"
"1759279620000","2025-09-30T20:47:00Z","113982.4","113982.5","113913.2","113920.4",
"1759279680000","2025-09-30T20:48:00Z","113920.4","113963.3","113920.4","113963.2",
"1759279740000","2025-09-30T20:49:00Z","113963.3","113982.9","113943.6","113975.5",
"1759279800000","2025-09-30T20:50:00Z","113975.4","114040","113975.4","114010.5",
"1759279860000","2025-09-30T20:51:00Z","114010.5","114033.7","113989","114033.6",
"1759279920000","2025-09-30T20:52:00Z","114033.7","114062","114015.1","114038",
"1759279980000","2025-09-30T20:53:00Z","114038","114038","114029","114029.1",
"1759280040000","2025-09-30T20:54:00Z","114029.1","114182.4","114029","114176.5",
"1759280100000","2025-09-30T20:55:00Z","114176.6","114198","114166.4","114184.3",
"1759280160000","2025-09-30T20:56:00Z","114184.4","114197.2","114161.3","114178.6",
"1759280220000","2025-09-30T20:57:00Z","114178.6","114178.6","114139.6","114149.6",
"1759280280000","2025-09-30T20:58:00Z","114149.6","114154.7","114128.5","114144.1",
"1759280340000","2025-09-30T20:59:00Z","114144.1","114194.4","114144.1","114181.1",
"1759280400000","2025-09-30T21:00:00Z","114181","114194.4","114140.1","114140.1",
"1759280460000","2025-09-30T21:01:00Z","114140.1","114150","114112.3","114112.3",
"1759280520000","2025-09-30T21:02:00Z","114112.4","114112.4","114097.3","114097.3",
"1759280580000","2025-09-30T21:03:00Z","114097.4","114148.3","114083.3","114148.3",
"1759280640000","2025-09-30T21:04:00Z","114148.2","114193.5","114138.2","114193.5",
"1759280700000","2025-09-30T21:05:00Z","114193.5","114229.5","114193.4","114194.4",
"1759280760000","2025-09-30T21:06:00Z","114194.4","114262.6","114194.3","114248.1",
"1759280820000","2025-09-30T21:07:00Z","114248","114283.7","114248","114251.2",
"1759280880000","2025-09-30T21:08:00Z","114251.1","114251.1","114239.6","114239.6",
"1759280940000","2025-09-30T21:09:00Z","114239.6","114242.9","114239.6","114242.9",
"1759281000000","2025-09-30T21:10:00Z","114242.9","114347.1","114242.8","114319.5",
"1759281060000","2025-09-30T21:11:00Z","114319.5","114319.5","114265.8","114265.8",
"1759281120000","2025-09-30T21:12:00Z","114265.9","114282.9","114265.8","114270.1",
"1759281180000","2025-09-30T21:13:00Z","114270.1","114283.6","114261.8","114283.5",
"1759281240000","2025-09-30T21:14:00Z","114283.5","114305.6","114283.2","114283.3",
"1759281300000","2025-09-30T21:15:00Z","114283.3","114284.9","114275.9","114283.3",
"1759281360000","2025-09-30T21:16:00Z","114283.3","114373","114245","114275",
"1759281420000","2025-09-30T21:17:00Z","114275","114343.3","114275","114343.2",
"1759281480000","2025-09-30T21:18:00Z","114343.3","114343.3","114243.5","114252.7",
"1759281540000","2025-09-30T21:19:00Z","114252.8","114252.8","114168","114203.3",
"1759281600000","2025-09-30T21:20:00Z","114203.3","114239.4","114203.3","114225.1",
"1759281660000","2025-09-30T21:21:00Z","114225.1","114239.9","114169.1","114170.6",
"1759281720000","2025-09-30T21:22:00Z","114170.6","114193.3","114138.5","114193.2",
"1759281780000","2025-09-30T21:23:00Z","114193.2","114242.7","114170","114242.6",
"1759281840000","2025-09-30T21:24:00Z","114242.7","114254","114186.7","114253.9",
"1759281900000","2025-09-30T21:25:00Z","114253.8","114269.7","114220.4","114269.7",
"1759281960000","2025-09-30T21:26:00Z","114269.7","114288","114269.7","114288",
"1759282020000","2025-09-30T21:27:00Z","114288","114288","114250.8","114268.8",
"1759282080000","2025-09-30T21:28:00Z","114268.7","114302","114268.7","114302",
"1759282140000","2025-09-30T21:29:00Z","114302","114331.5","114295","114315.7",
"1759282200000","2025-09-30T21:30:00Z","114315.7","114315.7","114259.5","114259.5",
"1759282260000","2025-09-30T21:31:00Z","114259.5","114259.5","114210.7","114210.7",
"1759282320000","2025-09-30T21:32:00Z","114210.7","114210.8","114195.9","114195.9",
"1759282380000","2025-09-30T21:33:00Z","114195.9","114196","114180","114180",
"1759282440000","2025-09-30T21:34:00Z","114180","114193.1","114159.1","114166.2",
"1759282500000","2025-09-30T21:35:00Z","114166.2","114246","114159.1","114215.3",
"1759282560000","2025-09-30T21:36:00Z","114215.2","114244.2","114190.3","114244.1",
"1759282620000","2025-09-30T21:37:00Z","114244.1","114310","114244.1","114283.7",
"1759282680000","2025-09-30T21:38:00Z","114283.6","114310","114283.6","114290.2",
"1759282740000","2025-09-30T21:39:00Z","114290.2","114333.2","114290.2","114333.2",
"1759282800000","2025-09-30T21:40:00Z","114333.2","114371.4","114333.2","114354.8",
"1759282860000","2025-09-30T21:41:00Z","114354.9","114388.5","114354.9","114388.4",
"1759282920000","2025-09-30T21:42:00Z","114388.4","114420.1","114358.4","114420.1",
"1759282980000","2025-09-30T21:43:00Z","114420","114440","114403","114403",
"1759283040000","2025-09-30T21:44:00Z","114403","114403","114338.1","114345.4",
"1759283100000","2025-09-30T21:45:00Z","114345.4","114379.9","114345.4","114366",
"1759283160000","2025-09-30T21:46:00Z","114366.1","114379.9","114321.4","114321.4",
"1759283220000","2025-09-30T21:47:00Z","114321.4","114333.4","114321.4","114324.3",
"1759283280000","2025-09-30T21:48:00Z","114324.4","114333.4","114316.3","114319.8",
"1759283340000","2025-09-30T21:49:00Z","114319.9","114358.2","114319.8","114358.1",
"1759283400000","2025-09-30T21:50:00Z","114358.1","114358.1","114316.5","114320.8",
"1759283460000","2025-09-30T21:51:00Z","114320.7","114320.9","114300.3","114300.4",
"1759283520000","2025-09-30T21:52:00Z","114300.4","114367.8","114293.7","114367.7",
"1759283580000","2025-09-30T21:53:00Z","114367.8","114396","114367.7","114390",
"1759283640000","2025-09-30T21:54:00Z","114390","114444","114390","114443.9",
"1759283700000","2025-09-30T21:55:00Z","114444","114489.4","114443.9","114489.3",
"1759283760000","2025-09-30T21:56:00Z","114489.3","114490","114470","114482.5",
"1759283820000","2025-09-30T21:57:00Z","114482.6","114498","114482.5","114490.2",
"1759283880000","2025-09-30T21:58:00Z","114490.3","114490.3","114471.1","114471.1",
"1759283940000","2025-09-30T21:59:00Z","114471.1","114491.6","114471.1","114491.6",
"1759284000000","2025-09-30T22:00:00Z","114491.6","114491.6","114448.1","114468.2",
"1759284060000","2025-09-30T22:01:00Z","114468.2","114494","114448.1","114468.9",
"1759284120000","2025-09-30T22:02:00Z","114469","114469","114356.2","114363.3",
"1759284180000","2025-09-30T22:03:00Z","114363.4","114416.2","114363.3","114412.3",
"1759284240000","2025-09-30T22:04:00Z","114412.3","114474.4","114412.3","114465.5",
"1759284300000","2025-09-30T22:05:00Z","114465.4","114493.9","114431","114431.1",
"1759284360000","2025-09-30T22:06:00Z","114431.1","114478.2","114431.1","114438.7",
"1759284420000","2025-09-30T22:07:00Z","114438.7","114446.1","114387.3","114395.1",
"1759284480000","2025-09-30T22:08:00Z","114395.2","114438.5","114395.1","114438.4",
"1759284540000","2025-09-30T22:09:00Z","114438.4","114438.5","114416.1","114416.1",
"1759284600000","2025-09-30T22:10:00Z","114416.1","114438.5","114379.2","114389.6",
"1759284660000","2025-09-30T22:11:00Z","114389.6","114438.5","114389.6","114438.4",
"1759284720000","2025-09-30T22:12:00Z","114438.4","114467.1","114438.4","114467.1",
"1759284780000","2025-09-30T22:13:00Z","114467.1","114473.7","114444","114444",
"1759284840000","2025-09-30T22:14:00Z","114444.1","114444.1","114418.2","114418.2",
"1759284900000","2025-09-30T22:15:00Z","114418.2","114418.2","114400","114400",
"1759284960000","2025-09-30T22:16:00Z","114400","114414.4","114375.9","114414.2",
"1759285020000","2025-09-30T22:17:00Z","114414.2","114439.4","114411.2","114431.8",
"1759285080000","2025-09-30T22:18:00Z","114431.7","114438.5","114426.6","114426.7",
"1759285140000","2025-09-30T22:19:00Z","114426.6","114426.7","114354.8","114393.8",
"1759285200000","2025-09-30T22:20:00Z","114393.8","114399.9","114379.7","114386.3",
"1759285260000","2025-09-30T22:21:00Z","114386.3","114394","114381.9","114386.3",
"1759285320000","2025-09-30T22:22:00Z","114386.4","114394","114380.1","114385.1",
"1759285380000","2025-09-30T22:23:00Z","114385.2","114409.1","114385.2","114402",
"1759285440000","2025-09-30T22:24:00Z","114402","114407.8","114399.2","114399.3",
"1759285500000","2025-09-30T22:25:00Z","114399.2","114405.2","114390","114390",
"1759285560000","2025-09-30T22:26:00Z","114390","114390.1","114372","114372",
"1759285620000","2025-09-30T22:27:00Z","114371.2","114400","114367.5","114399.9",
"1759285680000","2025-09-30T22:28:00Z","114399.9","114400","114389.1","114389.2",
"1759285740000","2025-09-30T22:29:00Z","114389.2","114389.2","114368.1","114368.2",
"1759285800000","2025-09-30T22:30:00Z","114368.2","114373.6","114320.4","114321.8",
"1759285860000","2025-09-30T22:31:00Z","114321.8","114321.9","114237.8","114262",
"1759285920000","2025-09-30T22:32:00Z","114262","114319.2","114252.6","114318.1",
"1759285980000","2025-09-30T22:33:00Z","114318.2","114369.6","114318.1","114369.5",
"1759286040000","2025-09-30T22:34:00Z","114369.6","114369.6","114369.5","114369.5",
"1759286100000","2025-09-30T22:35:00Z","114369.5","114369.6","114356.6","114356.7",
"1759286160000","2025-09-30T22:36:00Z","114356.6","114374","114343","114374",
"1759286220000","2025-09-30T22:37:00Z","114374","114378.9","114374","114378.9",
"1759286280000","2025-09-30T22:38:00Z","114378.9","114387.1","114363.5","114387.1",
"1759286340000","2025-09-30T22:39:00Z","114387.1","114387.1","114373","114379.8",
"1759286400000","2025-09-30T22:40:00Z","114379.8","114379.9","114303.7","114303.8",
"1759286460000","2025-09-30T22:41:00Z","114303.8","114321","114303.7","114316.1",
"1759286520000","2025-09-30T22:42:00Z","114316.1","114321","114300.1","114300.1",
"1759286580000","2025-09-30T22:43:00Z","114300.2","114300.2","114296.6","114296.7",
"1759286640000","2025-09-30T22:44:00Z","114296.6","114296.7","114275.3","114275.3",
"1759286700000","2025-09-30T22:45:00Z","114275.4","114280.3","114249.3","114275.7",
"1759286760000","2025-09-30T22:46:00Z","114275.4","114316.5","114275.4","114316.4",
"1759286820000","2025-09-30T22:47:00Z","114316.5","114330","114316.4","114329.9",
"1759286880000","2025-09-30T22:48:00Z","114329.9","114330","114309.1","114320",
"1759286940000","2025-09-30T22:49:00Z","114320","114330","114312.4","114312.4",
"1759287000000","2025-09-30T22:50:00Z","114312.5","114312.5","114235.8","114257.7",
"1759287060000","2025-09-30T22:51:00Z","114257.7","114294.2","114239.5","114294.2",
"1759287120000","2025-09-30T22:52:00Z","114294.2","114324","114294.1","114321.1",
"1759287180000","2025-09-30T22:53:00Z","114321","114321.1","114306","114306.1",
"1759287240000","2025-09-30T22:54:00Z","114306.1","114306.2","114263.3","114295.8",
"1759287300000","2025-09-30T22:55:00Z","114295.8","114312.6","114266","114275.2",
"1759287360000","2025-09-30T22:56:00Z","114275.2","114275.3","114261.9","114262",
"1759287420000","2025-09-30T22:57:00Z","114261.9","114262","114227","114230",
"1759287480000","2025-09-30T22:58:00Z","114230.1","114231.7","114219.9","114224.8",
"1759287540000","2025-09-30T22:59:00Z","114224.7","114230.1","114218.9","114219",
"1759287600000","2025-09-30T23:00:00Z","114219","114226.2","114218.9","114219",
"1759287660000","2025-09-30T23:01:00Z","114219","114219","114207.4","114207.4",
"1759287720000","2025-09-30T23:02:00Z","114207.5","114207.5","114168.7","114168.8",
"1759287780000","2025-09-30T23:03:00Z","114168.7","114188.5","114139.4","114188.4",
"1759287840000","2025-09-30T23:04:00Z","114188.4","114226.4","114176.3","114185.5",
"1759287900000","2025-09-30T23:05:00Z","114185.5","114248","114184.1","114248",
"1759287960000","2025-09-30T23:06:00Z","114248","114251.9","114244.3","114246.8",
"1759288020000","2025-09-30T23:07:00Z","114246.9","114262.1","114233.9","114262",
"1759288080000","2025-09-30T23:08:00Z","114262.1","114303.8","114262.1","114300.2",
"1759288140000","2025-09-30T23:09:00Z","114300.2","114310.1","114287.1","114303.3",
"1759288200000","2025-09-30T23:10:00Z","114303.3","114317.1","114281.6","114317.1",
"1759288260000","2025-09-30T23:11:00Z","114317.1","114357.7","114317","114355.3",
"1759288320000","2025-09-30T23:12:00Z","114355.2","114370","114355.2","114369.9",
"1759288380000","2025-09-30T23:13:00Z","114370","114370","114342.2","114357.7",
"1759288440000","2025-09-30T23:14:00Z","114357.8","114387.8","114357.7","114387.8",
"1759288500000","2025-09-30T23:15:00Z","114387.8","114423.9","114354.5","114414.5",
"1759288560000","2025-09-30T23:16:00Z","114414.4","114416.2","114365.8","114416.2",
"1759288620000","2025-09-30T23:17:00Z","114416.2","114421.6","114363.5","114369.2",
"1759288680000","2025-09-30T23:18:00Z","114369.2","114393.3","114360","114383.8",
"1759288740000","2025-09-30T23:19:00Z","114383.7","114413.1","114383.7","114407.7",
"1759288800000","2025-09-30T23:20:00Z","114407.7","114455.5","114407.7","114422.3",
"1759288860000","2025-09-30T23:21:00Z","114422.2","114422.3","114364","114379.9",
"1759288920000","2025-09-30T23:22:00Z","114379.9","114391.1","114335.3","114335.3",
"1759288980000","2025-09-30T23:23:00Z","114335.3","114356.8","114283.5","114328",
"1759289040000","2025-09-30T23:24:00Z","114328","114412","114328","114411.9",
"1759289100000","2025-09-30T23:25:00Z","114412","114480.9","114411.9","114477.7",
"1759289160000","2025-09-30T23:26:00Z","114477.7","114481.2","114466.3","114474.3",
"1759289220000","2025-09-30T23:27:00Z","114474.2","114474.3","114416.5","114416.5",
"1759289280000","2025-09-30T23:28:00Z","114416.6","114420.9","114343.2","114419.3",
"1759289340000","2025-09-30T23:29:00Z","114419.4","114463","114411.2","114416.7",
"1759289400000","2025-09-30T23:30:00Z","114416.7","114471.5","114416.7","114470",
"1759289460000","2025-09-30T23:31:00Z","114470.1","114470.1","114430.3","114446.4",
"1759289520000","2025-09-30T23:32:00Z","114446.4","114446.4","114409","114409",
"1759289580000","2025-09-30T23:33:00Z","114409","114416.1","114409","114416",
"1759289640000","2025-09-30T23:34:00Z","114416.1","114460.1","114416","114460",
"1759289700000","2025-09-30T23:35:00Z","114460.1","114480","114460","114468.8",
"1759289760000","2025-09-30T23:36:00Z","114468.8","114475.2","114467.3","114467.3",
"1759289820000","2025-09-30T23:37:00Z","114467.3","114467.4","114418","114418.2",
"1759289880000","2025-09-30T23:38:00Z","114418.2","114418.3","114375.5","114375.5",
"1759289940000","2025-09-30T23:39:00Z","114375.6","114375.6","114375.5","114375.5",
"1759290000000","2025-09-30T23:40:00Z","114375.5","114375.6","114357.9","114358",
"1759290060000","2025-09-30T23:41:00Z","114358","114359.3","114346.6","114346.8",
"1759290120000","2025-09-30T23:42:00Z","114346.8","114346.8","114298.5","114298.6",
"1759290180000","2025-09-30T23:43:00Z","114298.5","114298.6","114285.5","114285.6",
"1759290240000","2025-09-30T23:44:00Z","114285.6","114291","114272.3","114272.4",
"1759290300000","2025-09-30T23:45:00Z","114272.4","114272.4","114183.1","114197.1",
"1759290360000","2025-09-30T23:46:00Z","114197.2","114197.2","114160","114160",
"1759290420000","2025-09-30T23:47:00Z","114160.1","114181.8","114160.1","114170.5",
"1759290480000","2025-09-30T23:48:00Z","114170.6","114190.4","114135.9","114141.7",
"1759290540000","2025-09-30T23:49:00Z","114141.7","114141.8","114084.4","114084.4",
"1759290600000","2025-09-30T23:50:00Z","114084.5","114133.9","114038.7","114133.9",
"1759290660000","2025-09-30T23:51:00Z","114133.9","114169.2","114133.9","114162.6",
"1759290720000","2025-09-30T23:52:00Z","114162.7","114187.7","114095.5","114096.2",
"1759290780000","2025-09-30T23:53:00Z","114096.2","114106.1","114056.7","114106.1",
"1759290840000","2025-09-30T23:54:00Z","114106","114169.3","114106","114117.7",
"1759290900000","2025-09-30T23:55:00Z","114117.6","114147.2","114111.5","114131",
"1759290960000","2025-09-30T23:56:00Z","114131","114155","114131","114155",
"1759291020000","2025-09-30T23:57:00Z","114154.9","114155","114154.9","114155",
"1759291080000","2025-09-30T23:58:00Z","114155","114155","114145","114153.3",
"1759291140000","2025-09-30T23:59:00Z","114153.4","114202.9","114135.8","114135.9",
"1759291200000","2025-10-01T00:00:00Z","114135.8","114189.5","114095.2","114180.8",
"1759291260000","2025-10-01T00:01:00Z","114180.9","114283","114180.8","114277",
"1759291320000","2025-10-01T00:02:00Z","114277","114327.4","114276.9","114300.1",
"1759291380000","2025-10-01T00:03:00Z","114300","114300","114256.6","114262.3",
"1759291440000","2025-10-01T00:04:00Z","114262.2","114262.2","114248.3","114249.9",
"1759291500000","2025-10-01T00:05:00Z","114249.9","114314.7","114249.9","114283.1",
"1759291560000","2025-10-01T00:06:00Z","114283.1","114360.9","114283","114351.2",
"1759291620000","2025-10-01T00:07:00Z","114351.2","114375.1","114351.2","114375",
"1759291680000","2025-10-01T00:08:00Z","114375.1","114398.4","114338","114342.6",
"1759291740000","2025-10-01T00:09:00Z","114342.5","114342.5","114292.1","114302.6",
"1759291800000","2025-10-01T00:10:00Z","114302.6","114302.7","114275.1","114298.8",
"1759291860000","2025-10-01T00:11:00Z","114298.7","114298.8","114271.2","114271.2",
"1759291920000","2025-10-01T00:12:00Z","114271.2","114319.8","114271.2","114319.8",
"1759291980000","2025-10-01T00:13:00Z","114319.8","114319.8","114300","114300",
"1759292040000","2025-10-01T00:14:00Z","114300","114300.1","114272.6","114284.8",
"1759292100000","2025-10-01T00:15:00Z","114284.8","114386.1","114284.8","114377.9",
"1759292160000","2025-10-01T00:16:00Z","114377.8","114377.9","114318.7","114337.8",
"1759292220000","2025-10-01T00:17:00Z","114337.7","114374.5","114337.7","114374.5",
"1759292280000","2025-10-01T00:18:00Z","114374.7","114471.2","114374.7","114459.8",
"1759292340000","2025-10-01T00:19:00Z","114459.7","114471","114453","114459.5",
"1759292400000","2025-10-01T00:20:00Z","114459.5","114475","114410.4","114410.4",
"1759292460000","2025-10-01T00:21:00Z","114410.5","114410.5","114362.6","114362.6",
"1759292520000","2025-10-01T00:22:00Z","114362.7","114399.6","114343.8","114350",
"1759292580000","2025-10-01T00:23:00Z","114350","114374.6","114340","114374.5",
"1759292640000","2025-10-01T00:24:00Z","114374.5","114400","114374.5","114399.9",
"1759292700000","2025-10-01T00:25:00Z","114400","114442.9","114399.9","114442.9",
"1759292760000","2025-10-01T00:26:00Z","114442.8","114448.3","114439.4","114439.5",
"1759292820000","2025-10-01T00:27:00Z","114439.4","114439.5","114400","114412.9",
"1759292880000","2025-10-01T00:28:00Z","114413","114436","114412.9","114436",
"1759292940000","2025-10-01T00:29:00Z","114435.9","114553.5","114435.9","114549.9",
"1759293000000","2025-10-01T00:30:00Z","114550","114637","114549.9","114552.8",
"1759293060000","2025-10-01T00:31:00Z","114552.8","114552.8","114509.4","114540.6",
"1759293120000","2025-10-01T00:32:00Z","114540.6","114669","114540.6","114668.9",
"1759293180000","2025-10-01T00:33:00Z","114668.9","114669","114583","114593",
"1759293240000","2025-10-01T00:34:00Z","114593","114593.1","114462.8","114462.8",
"1759293300000","2025-10-01T00:35:00Z","114462.8","114508.8","114450","114476.9",
"1759293360000","2025-10-01T00:36:00Z","114477","114588.4","114477","114568.6",
"1759293420000","2025-10-01T00:37:00Z","114568.6","114660.1","114562.3","114600.3",
"1759293480000","2025-10-01T00:38:00Z","114600.2","114600.3","114537.7","114537.8",
"1759293540000","2025-10-01T00:39:00Z","114537.7","114537.8","114486.1","114491.9",
"1759293600000","2025-10-01T00:40:00Z","114491.9","114505.6","114486","114505.6",
"1759293660000","2025-10-01T00:41:00Z","114505.5","114561.5","114505.5","114524",
"1759293720000","2025-10-01T00:42:00Z","114524","114550","114518.9","114534.3",
"1759293780000","2025-10-01T00:43:00Z","114534.4","114558.5","114514.2","114514.2",
"1759293840000","2025-10-01T00:44:00Z","114514.2","114514.3","114497.3","114503.3",
"1759293900000","2025-10-01T00:45:00Z","114503.3","114510.6","114458.2","114458.3",
"1759293960000","2025-10-01T00:46:00Z","114458.3","114500","114458.3","114499.9",
"1759294020000","2025-10-01T00:47:00Z","114500","114545.9","114499","114545.9",
"1759294080000","2025-10-01T00:48:00Z","114545.8","114545.9","114493.5","114493.5",
"1759294140000","2025-10-01T00:49:00Z","114493.5","114528.9","114478","114528.9",
"1759294200000","2025-10-01T00:50:00Z","114528.8","114528.9","114455.3","114468.7",
"1759294260000","2025-10-01T00:51:00Z","114468.1","114470","114428.8","114469.6",
"1759294320000","2025-10-01T00:52:00Z","114469.6","114469.7","114400.1","114414.2",
"1759294380000","2025-10-01T00:53:00Z","114414.2","114414.3","114271.7","114326.8",
"1759294440000","2025-10-01T00:54:00Z","114326.7","114326.8","114277.9","114288.9",
"1759294500000","2025-10-01T00:55:00Z","114289","114310.4","114264.9","114296.3",
"1759294560000","2025-10-01T00:56:00Z","114296.4","114296.4","114226.6","114246.1",
"1759294620000","2025-10-01T00:57:00Z","114246","114249.3","114196.2","114238.3",
"1759294680000","2025-10-01T00:58:00Z","114238.4","114249.2","114184.4","114196.8",
"1759294740000","2025-10-01T00:59:00Z","114196.8","114236.2","114196.8","114227.8",
"1759294800000","2025-10-01T01:00:00Z","114227.8","114286.4","114227.8","114270.4",
"1759294860000","2025-10-01T01:01:00Z","114270.5","114305","114200.8","114227.7",
"1759294920000","2025-10-01T01:02:00Z","114227.7","114291.2","114213.2","114213.3",
"1759294980000","2025-10-01T01:03:00Z","114213.2","114225","114205.2","114220.7",
"1759295040000","2025-10-01T01:04:00Z","114220.6","114266.6","114220.6","114253.8",
"1759295100000","2025-10-01T01:05:00Z","114253.9","114307.7","114253.8","114307.7",
"1759295160000","2025-10-01T01:06:00Z","114307.6","114328","114307.6","114328",
"1759295220000","2025-10-01T01:07:00Z","114327.9","114477.3","114327.9","114457.5",
"1759295280000","2025-10-01T01:08:00Z","114457.5","114514.3","114457.5","114490.5",
"1759295340000","2025-10-01T01:09:00Z","114490.5","114558.5","114490.5","114529.6",
"1759295400000","2025-10-01T01:10:00Z","114529.6","114543.7","114490.6","114543.7",
"1759295460000","2025-10-01T01:11:00Z","114543.7","114688.8","114543.6","114606.6",
"1759295520000","2025-10-01T01:12:00Z","114606.5","114700","114606.5","114691",
"1759295580000","2025-10-01T01:13:00Z","114691.1","114691.1","114603.5","114603.5",
"1759295640000","2025-10-01T01:14:00Z","114603.6","114603.6","114543.8","114552.5",
"1759295700000","2025-10-01T01:15:00Z","114552.5","114570.4","114527.9","114570.3",
"1759295760000","2025-10-01T01:16:00Z","114570.3","114586.1","114559.6","114586",
"1759295820000","2025-10-01T01:17:00Z","114586.1","114586.1","114546.5","114573.5",
"1759295880000","2025-10-01T01:18:00Z","114573.6","114631","114548.7","114611.9",
"1759295940000","2025-10-01T01:19:00Z","114611.9","114661.3","114611.9","114661.1",
"1759296000000","2025-10-01T01:20:00Z","114661.2","114661.2","114600","114607.7",
"1759296060000","2025-10-01T01:21:00Z","114607.7","114607.7","114510","114545.2",
"1759296120000","2025-10-01T01:22:00Z","114545.1","114592.4","114545.1","114592.4",
"1759296180000","2025-10-01T01:23:00Z","114592.4","114628","114538.3","114538.3",
"1759296240000","2025-10-01T01:24:00Z","114538.3","114544.4","114496.1","114503.5",
"1759296300000","2025-10-01T01:25:00Z","114503.5","114525.6","114480","114480.1",
"1759296360000","2025-10-01T01:26:00Z","114480","114547.4","114471.7","114547.4",
"1759296420000","2025-10-01T01:27:00Z","114547.4","114563.9","114538.6","114546.6",
"1759296480000","2025-10-01T01:28:00Z","114546.6","114546.6","114501.6","114507.2",
"1759296540000","2025-10-01T01:29:00Z","114507.2","114563.8","114507.2","114553.7",
"1759296600000","2025-10-01T01:30:00Z","114553.7","114553.8","114508.1","114518.4",
"1759296660000","2025-10-01T01:31:00Z","114518.3","114518.4","114502.6","114513.2",
"1759296720000","2025-10-01T01:32:00Z","114513.2","114529.4","114479.2","114520.4",
"1759296780000","2025-10-01T01:33:00Z","114520.4","114558.7","114520.4","114544.7",
